len,world,iter,time,tag,out_len
100000000,32,3,2490.3194904327393,a=hash u=0.9,111085948
100000000,64,0,1588.6151790618896,a=hash u=0.9,111120629
100000000,64,1,1488.2192611694336,a=hash u=0.9,111120629
100000000,64,2,1550.5235195159912,a=hash u=0.9,111120629
100000000,64,3,1529.045581817627,a=hash u=0.9,111120629
100000000,128,0,1180.922508239746,a=hash u=0.9,111126374
100000000,128,1,1169.198751449585,a=hash u=0.9,111126374
100000000,128,2,1263.5114192962646,a=hash u=0.9,111126374
100000000,128,3,1216.90034866333,a=hash u=0.9,111126374
100000000,256,0,956.6879272460938,a=hash u=0.9,111116915
100000000,256,1,1031.7108631134033,a=hash u=0.9,111116915
100000000,256,2,1183.9675903320312,a=hash u=0.9,111116915
100000000,256,3,963.923454284668,a=hash u=0.9,111116915
100000000,512,0,1407.3388576507568,a=hash u=0.9,111101902
100000000,512,1,1370.6343173980713,a=hash u=0.9,111101902
100000000,512,2,1324.6910572052002,a=hash u=0.9,111101902
100000000,512,3,1319.4327354431152,a=hash u=0.9,111101902
